county,precinct,office,district,party,candidate,votes
Adams,"Dist. 5, Foster Mound Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 2, Kingston Precinct",US HOUSE,3,Democrat,Joel L. Gill,66
Adams,"Dist. 2, Kingston Precinct",US HOUSE,3,Republican,Gregg Harper,279
Adams,"Dist. 2, Kingston Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Adams,"Dist. 2, Liberty Park Precinct",US HOUSE,3,Democrat,Joel L. Gill,45
Adams,"Dist. 2, Liberty Park Precinct",US HOUSE,3,Republican,Gregg Harper,357
Adams,"Dist. 2, Liberty Park Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 4, Morgantown Precinct",US HOUSE,3,Democrat,Joel L. Gill,162
Adams,"Dist. 4, Morgantown Precinct",US HOUSE,3,Republican,Gregg Harper,82
Adams,"Dist. 4, Morgantown Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,3
Adams,"Dist. 3, Maryland Hgts. Precinct",US HOUSE,3,Democrat,Joel L. Gill,274
Adams,"Dist. 3, Maryland Hgts. Precinct",US HOUSE,3,Republican,Gregg Harper,10
Adams,"Dist. 3, Maryland Hgts. Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 3, Nps Multi Purpose Bldg.",US HOUSE,3,Democrat,Joel L. Gill,124
Adams,"Dist. 3, Nps Multi Purpose Bldg.",US HOUSE,3,Republican,Gregg Harper,101
Adams,"Dist. 3, Nps Multi Purpose Bldg.",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 4, Northside Precinct",US HOUSE,3,Democrat,Joel L. Gill,357
Adams,"Dist. 4, Northside Precinct",US HOUSE,3,Republican,Gregg Harper,10
Adams,"Dist. 4, Northside Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 5, Oakland Precinct",US HOUSE,3,Democrat,Joel L. Gill,196
Adams,"Dist. 5, Oakland Precinct",US HOUSE,3,Republican,Gregg Harper,378
Adams,"Dist. 5, Oakland Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,3
Adams,"Dist. 3, Palestine Precinct",US HOUSE,3,Democrat,Joel L. Gill,256
Adams,"Dist. 3, Palestine Precinct",US HOUSE,3,Republican,Gregg Harper,155
Adams,"Dist. 3, Palestine Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Adams,"Dist. 4, Pine Ridge Precinct",US HOUSE,3,Democrat,Joel L. Gill,228
Adams,"Dist. 4, Pine Ridge Precinct",US HOUSE,3,Republican,Gregg Harper,55
Adams,"Dist. 4, Pine Ridge Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Adams,"Dist. 4, Thompson Precinct",US HOUSE,3,Democrat,Joel L. Gill,256
Adams,"Dist. 4, Thompson Precinct",US HOUSE,3,Republican,Gregg Harper,25
Adams,"Dist. 4, Thompson Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Adams,"Dist. 5, Washington Precinct",US HOUSE,3,Democrat,Joel L. Gill,81
Adams,"Dist. 5, Washington Precinct",US HOUSE,3,Republican,Gregg Harper,206
Adams,"Dist. 5, Washington Precinct",US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Adams,TOTAL,US HOUSE,3,Democrat,Joel L. Gill,4114
Adams,TOTAL,US HOUSE,3,Republican,Gregg Harper,3710
Adams,TOTAL,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,41
Alcorn,Bethel,US HOUSE,1,Democrat,Travis W. Childers,20
Alcorn,Bethel,US HOUSE,1,Republican,Alan Nunnelee,32
Alcorn,Bethel,US HOUSE,1,Independent,A G Baddley,1
Alcorn,Bethel,US HOUSE,1,Constitution,Gail Giaramita,0
Alcorn,Bethel,US HOUSE,1,Independent,Les Green,0
Alcorn,Bethel,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,Bethel,US HOUSE,1,Independent,Wally Pang,0
Alcorn,Bethel,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,Bethel,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,Biggersville,US HOUSE,1,Democrat,Travis W. Childers,136
Alcorn,Biggersville,US HOUSE,1,Republican,Alan Nunnelee,251
Alcorn,Biggersville,US HOUSE,1,Independent,A G Baddley,0
Alcorn,Biggersville,US HOUSE,1,Constitution,Gail Giaramita,1
Alcorn,Biggersville,US HOUSE,1,Independent,Les Green,1
Alcorn,Biggersville,US HOUSE,1,Independent,Rick 'Rico' Hoskins,1
Alcorn,Biggersville,US HOUSE,1,Independent,Wally Pang,3
Alcorn,Biggersville,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,Biggersville,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,2nd District Central Precinct,US HOUSE,1,Democrat,Travis W. Childers,202
Alcorn,2nd District Central Precinct,US HOUSE,1,Republican,Alan Nunnelee,535
Alcorn,2nd District Central Precinct,US HOUSE,1,Independent,A G Baddley,2
Alcorn,2nd District Central Precinct,US HOUSE,1,Constitution,Gail Giaramita,3
Alcorn,2nd District Central Precinct,US HOUSE,1,Independent,Les Green,6
Alcorn,2nd District Central Precinct,US HOUSE,1,Independent,Rick 'Rico' Hoskins,1
Alcorn,2nd District Central Precinct,US HOUSE,1,Independent,Wally Pang,0
Alcorn,2nd District Central Precinct,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,2nd District Central Precinct,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,College Hill,US HOUSE,1,Democrat,Travis W. Childers,299
Alcorn,College Hill,US HOUSE,1,Republican,Alan Nunnelee,503
Alcorn,College Hill,US HOUSE,1,Independent,A G Baddley,1
Alcorn,College Hill,US HOUSE,1,Constitution,Gail Giaramita,2
Alcorn,College Hill,US HOUSE,1,Independent,Les Green,11
Alcorn,College Hill,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,College Hill,US HOUSE,1,Independent,Wally Pang,3
Alcorn,College Hill,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,College Hill,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,East Third Street,US HOUSE,1,Democrat,Travis W. Childers,80
Alcorn,East Third Street,US HOUSE,1,Republican,Alan Nunnelee,179
Alcorn,East Third Street,US HOUSE,1,Independent,A G Baddley,0
Alcorn,East Third Street,US HOUSE,1,Constitution,Gail Giaramita,1
Alcorn,East Third Street,US HOUSE,1,Independent,Les Green,6
Alcorn,East Third Street,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,East Third Street,US HOUSE,1,Independent,Wally Pang,1
Alcorn,East Third Street,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,East Third Street,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,East Corinth,US HOUSE,1,Democrat,Travis W. Childers,278
Alcorn,East Corinth,US HOUSE,1,Republican,Alan Nunnelee,524
Alcorn,East Corinth,US HOUSE,1,Independent,A G Baddley,1
Alcorn,East Corinth,US HOUSE,1,Constitution,Gail Giaramita,5
Alcorn,East Corinth,US HOUSE,1,Independent,Les Green,9
Alcorn,East Corinth,US HOUSE,1,Independent,Rick 'Rico' Hoskins,2
Alcorn,East Corinth,US HOUSE,1,Independent,Wally Pang,5
Alcorn,East Corinth,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,East Corinth,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,Five Points 1st Dist,US HOUSE,1,Democrat,Travis W. Childers,234
Alcorn,Five Points 1st Dist,US HOUSE,1,Republican,Alan Nunnelee,613
Alcorn,Five Points 1st Dist,US HOUSE,1,Independent,A G Baddley,6
Alcorn,Five Points 1st Dist,US HOUSE,1,Constitution,Gail Giaramita,5
Alcorn,Five Points 1st Dist,US HOUSE,1,Independent,Les Green,6
Alcorn,Five Points 1st Dist,US HOUSE,1,Independent,Rick 'Rico' Hoskins,2
Alcorn,Five Points 1st Dist,US HOUSE,1,Independent,Wally Pang,2
Alcorn,Five Points 1st Dist,US HOUSE,1,Libertarian,Harold M. Taylor,1
Alcorn,Five Points 1st Dist,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,Glen,US HOUSE,1,Democrat,Travis W. Childers,147
Alcorn,Glen,US HOUSE,1,Republican,Alan Nunnelee,345
Alcorn,Glen,US HOUSE,1,Independent,A G Baddley,2
Alcorn,Glen,US HOUSE,1,Constitution,Gail Giaramita,3
Alcorn,Glen,US HOUSE,1,Independent,Les Green,5
Alcorn,Glen,US HOUSE,1,Independent,Rick 'Rico' Hoskins,2
Alcorn,Glen,US HOUSE,1,Independent,Wally Pang,3
Alcorn,Glen,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,Glen,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,Jacinto,US HOUSE,1,Democrat,Travis W. Childers,68
Alcorn,Jacinto,US HOUSE,1,Republican,Alan Nunnelee,120
Alcorn,Jacinto,US HOUSE,1,Independent,A G Baddley,0
Alcorn,Jacinto,US HOUSE,1,Constitution,Gail Giaramita,4
Alcorn,Jacinto,US HOUSE,1,Independent,Les Green,3
Alcorn,Jacinto,US HOUSE,1,Independent,Rick 'Rico' Hoskins,1
Alcorn,Jacinto,US HOUSE,1,Independent,Wally Pang,0
Alcorn,Jacinto,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,Jacinto,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,Kossuth,US HOUSE,1,Democrat,Travis W. Childers,180
Alcorn,Kossuth,US HOUSE,1,Republican,Alan Nunnelee,599
Alcorn,Kossuth,US HOUSE,1,Independent,A G Baddley,0
Alcorn,Kossuth,US HOUSE,1,Constitution,Gail Giaramita,3
Alcorn,Kossuth,US HOUSE,1,Independent,Les Green,10
Alcorn,Kossuth,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,Kossuth,US HOUSE,1,Independent,Wally Pang,6
Alcorn,Kossuth,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,Kossuth,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,North Corinth,US HOUSE,1,Democrat,Travis W. Childers,132
Alcorn,North Corinth,US HOUSE,1,Republican,Alan Nunnelee,521
Alcorn,North Corinth,US HOUSE,1,Independent,A G Baddley,0
Alcorn,North Corinth,US HOUSE,1,Constitution,Gail Giaramita,0
Alcorn,North Corinth,US HOUSE,1,Independent,Les Green,10
Alcorn,North Corinth,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,North Corinth,US HOUSE,1,Independent,Wally Pang,2
Alcorn,North Corinth,US HOUSE,1,Libertarian,Harold M. Taylor,0
Alcorn,North Corinth,US HOUSE,1,Reform,Barbara Dale Washer,0
Alcorn,Rienzl,US HOUSE,1,Democrat,Travis W. Childers,239
Alcorn,Rienzl,US HOUSE,1,Republican,Alan Nunnelee,305
Alcorn,Rienzl,US HOUSE,1,Independent,A G Baddley,1
Alcorn,Rienzl,US HOUSE,1,Constitution,Gail Giaramita,1
Alcorn,Rienzl,US HOUSE,1,Independent,Les Green,10
Alcorn,Rienzl,US HOUSE,1,Independent,Rick 'Rico' Hoskins,2
Alcorn,Rienzl,US HOUSE,1,Independent,Wally Pang,2
Alcorn,Rienzl,US HOUSE,1,Libertarian,Harold M. Taylor,1
Alcorn,Rienzl,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,South Corinth,US HOUSE,1,Democrat,Travis W. Childers,401
Alcorn,South Corinth,US HOUSE,1,Republican,Alan Nunnelee,196
Alcorn,South Corinth,US HOUSE,1,Independent,A G Baddley,4
Alcorn,South Corinth,US HOUSE,1,Constitution,Gail Giaramita,1
Alcorn,South Corinth,US HOUSE,1,Independent,Les Green,2
Alcorn,South Corinth,US HOUSE,1,Independent,Rick 'Rico' Hoskins,1
Alcorn,South Corinth,US HOUSE,1,Independent,Wally Pang,3
Alcorn,South Corinth,US HOUSE,1,Libertarian,Harold M. Taylor,3
Alcorn,South Corinth,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,Union Center,US HOUSE,1,Democrat,Travis W. Childers,173
Alcorn,Union Center,US HOUSE,1,Republican,Alan Nunnelee,273
Alcorn,Union Center,US HOUSE,1,Independent,A G Baddley,5
Alcorn,Union Center,US HOUSE,1,Constitution,Gail Giaramita,2
Alcorn,Union Center,US HOUSE,1,Independent,Les Green,7
Alcorn,Union Center,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,Union Center,US HOUSE,1,Independent,Wally Pang,2
Alcorn,Union Center,US HOUSE,1,Libertarian,Harold M. Taylor,1
Alcorn,Union Center,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,West Corinth,US HOUSE,1,Democrat,Travis W. Childers,106
Alcorn,West Corinth,US HOUSE,1,Republican,Alan Nunnelee,217
Alcorn,West Corinth,US HOUSE,1,Independent,A G Baddley,0
Alcorn,West Corinth,US HOUSE,1,Constitution,Gail Giaramita,3
Alcorn,West Corinth,US HOUSE,1,Independent,Les Green,7
Alcorn,West Corinth,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,West Corinth,US HOUSE,1,Independent,Wally Pang,0
Alcorn,West Corinth,US HOUSE,1,Libertarian,Harold M. Taylor,1
Alcorn,West Corinth,US HOUSE,1,Reform,Barbara Dale Washer,2
Alcorn,Wenasoga,US HOUSE,1,Democrat,Travis W. Childers,148
Alcorn,Wenasoga,US HOUSE,1,Republican,Alan Nunnelee,294
Alcorn,Wenasoga,US HOUSE,1,Independent,A G Baddley,2
Alcorn,Wenasoga,US HOUSE,1,Constitution,Gail Giaramita,2
Alcorn,Wenasoga,US HOUSE,1,Independent,Les Green,10
Alcorn,Wenasoga,US HOUSE,1,Independent,Rick 'Rico' Hoskins,0
Alcorn,Wenasoga,US HOUSE,1,Independent,Wally Pang,2
Alcorn,Wenasoga,US HOUSE,1,Libertarian,Harold M. Taylor,1
Alcorn,Wenasoga,US HOUSE,1,Reform,Barbara Dale Washer,1
Alcorn,TOTAL,US HOUSE,1,Democrat,Travis W. Childers,2843
Alcorn,TOTAL,US HOUSE,1,Republican,Alan Nunnelee,5507
Alcorn,TOTAL,US HOUSE,1,Independent,A G Baddley,25
Alcorn,TOTAL,US HOUSE,1,Constitution,Gail Giaramita,36
Alcorn,TOTAL,US HOUSE,1,Independent,Les Green,103
Alcorn,TOTAL,US HOUSE,1,Independent,Rick 'Rico' Hoskins,12
Alcorn,TOTAL,US HOUSE,1,Independent,Wally Pang,34
Alcorn,TOTAL,US HOUSE,1,Libertarian,Harold M. Taylor,8
Alcorn,TOTAL,US HOUSE,1,Reform,Barbara Dale Washer,8
Amite,East Gloster,US HOUSE,3,Democrat,Joel L. Gill,44
Amite,East Gloster,US HOUSE,3,Republican,Gregg Harper,117
Amite,East Gloster,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,Liberty,US HOUSE,3,Democrat,Joel L. Gill,62
Amite,Liberty,US HOUSE,3,Republican,Gregg Harper,230
Amite,Liberty,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,New Zion,US HOUSE,3,Democrat,Joel L. Gill,61
Amite,New Zion,US HOUSE,3,Republican,Gregg Harper,148
Amite,New Zion,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Zion Hill,US HOUSE,3,Democrat,Joel L. Gill,13
Amite,Zion Hill,US HOUSE,3,Republican,Gregg Harper,174
Amite,Zion Hill,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Amite River,US HOUSE,3,Democrat,Joel L. Gill,162
Amite,Amite River,US HOUSE,3,Republican,Gregg Harper,45
Amite,Amite River,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,Ariel,US HOUSE,3,Democrat,Joel L. Gill,73
Amite,Ariel,US HOUSE,3,Republican,Gregg Harper,35
Amite,Ariel,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Berwick,US HOUSE,3,Democrat,Joel L. Gill,155
Amite,Berwick,US HOUSE,3,Republican,Gregg Harper,30
Amite,Berwick,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,3
Amite,East Centreville,US HOUSE,3,Democrat,Joel L. Gill,95
Amite,East Centreville,US HOUSE,3,Republican,Gregg Harper,121
Amite,East Centreville,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Amite,Street,US HOUSE,3,Democrat,Joel L. Gill,50
Amite,Street,US HOUSE,3,Republican,Gregg Harper,119
Amite,Street,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,3
Amite,Crosby,US HOUSE,3,Democrat,Joel L. Gill,58
Amite,Crosby,US HOUSE,3,Republican,Gregg Harper,68
Amite,Crosby,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,Gloster,US HOUSE,3,Democrat,Joel L. Gill,295
Amite,Gloster,US HOUSE,3,Republican,Gregg Harper,116
Amite,Gloster,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Homochitto,US HOUSE,3,Democrat,Joel L. Gill,8
Amite,Homochitto,US HOUSE,3,Republican,Gregg Harper,32
Amite,Homochitto,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,Onell,US HOUSE,3,Democrat,Joel L. Gill,11
Amite,Onell,US HOUSE,3,Republican,Gregg Harper,92
Amite,Onell,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,East Fork,US HOUSE,3,Democrat,Joel L. Gill,49
Amite,East Fork,US HOUSE,3,Republican,Gregg Harper,187
Amite,East Fork,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,East Liberty,US HOUSE,3,Democrat,Joel L. Gill,48
Amite,East Liberty,US HOUSE,3,Republican,Gregg Harper,107
Amite,East Liberty,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Smithdale,US HOUSE,3,Democrat,Joel L. Gill,71
Amite,Smithdale,US HOUSE,3,Republican,Gregg Harper,156
Amite,Smithdale,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,4
Amite,Tangipahoa,US HOUSE,3,Democrat,Joel L. Gill,20
Amite,Tangipahoa,US HOUSE,3,Republican,Gregg Harper,182
Amite,Tangipahoa,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Riceville,US HOUSE,3,Democrat,Joel L. Gill,46
Amite,Riceville,US HOUSE,3,Republican,Gregg Harper,105
Amite,Riceville,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Amite,South Liberty,US HOUSE,3,Democrat,Joel L. Gill,54
Amite,South Liberty,US HOUSE,3,Republican,Gregg Harper,147
Amite,South Liberty,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,1
Amite,Tickfaw,US HOUSE,3,Democrat,Joel L. Gill,59
Amite,Tickfaw,US HOUSE,3,Republican,Gregg Harper,42
Amite,Tickfaw,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,0
Amite,Walls,US HOUSE,3,Democrat,Joel L. Gill,95
Amite,Walls,US HOUSE,3,Republican,Gregg Harper,198
Amite,Walls,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,2
Amite,TOTAL,US HOUSE,3,Democrat,Joel L. Gill,1529
Amite,TOTAL,US HOUSE,3,Republican,Gregg Harper,2451
Amite,TOTAL,US HOUSE,3,Reform,Tracella Lou O'Hara Hill,24
Attala,South Central,US HOUSE,2,Republican,Bill Marcy,285
Attala,South Central,US HOUSE,2,Democrat,Bennie G. Thompson,200
Attala,South Central,US HOUSE,2,Reform,Ashley Norwood,6
Attala,Williamsville,US HOUSE,2,Republican,Bill Marcy,450
Attala,Williamsville,US HOUSE,2,Democrat,Bennie G. Thompson,204
Attala,Williamsville,US HOUSE,2,Reform,Ashley Norwood,4
Attala,North East,US HOUSE,2,Republican,Bill Marcy,190
Attala,North East,US HOUSE,2,Democrat,Bennie G. Thompson,417
Attala,North East,US HOUSE,2,Reform,Ashley Norwood,4
Attala,Mccool,US HOUSE,2,Republican,Bill Marcy,99
Attala,Mccool,US HOUSE,2,Democrat,Bennie G. Thompson,81
Attala,Mccool,US HOUSE,2,Reform,Ashley Norwood,1
Attala,Liberty Chapel,US HOUSE,2,Republican,Bill Marcy,116
Attala,Liberty Chapel,US HOUSE,2,Democrat,Bennie G. Thompson,35
Attala,Liberty Chapel,US HOUSE,2,Reform,Ashley Norwood,6
Attala,Berea,US HOUSE,2,Republican,Bill Marcy,70
Attala,Berea,US HOUSE,2,Democrat,Bennie G. Thompson,6
Attala,Berea,US HOUSE,2,Reform,Ashley Norwood,3
Attala,North West,US HOUSE,2,Republican,Bill Marcy,179
Attala,North West,US HOUSE,2,Democrat,Bennie G. Thompson,123
Attala,North West,US HOUSE,2,Reform,Ashley Norwood,5
Attala,North Central,US HOUSE,2,Republican,Bill Marcy,167
Attala,North Central,US HOUSE,2,Democrat,Bennie G. Thompson,15
Attala,North Central,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Aponaug,US HOUSE,2,Republican,Bill Marcy,86
Attala,Aponaug,US HOUSE,2,Democrat,Bennie G. Thompson,21
Attala,Aponaug,US HOUSE,2,Reform,Ashley Norwood,4
Attala,Carmack,US HOUSE,2,Republican,Bill Marcy,116
Attala,Carmack,US HOUSE,2,Democrat,Bennie G. Thompson,10
Attala,Carmack,US HOUSE,2,Reform,Ashley Norwood,0
Attala,Possumneck,US HOUSE,2,Republican,Bill Marcy,98
Attala,Possumneck,US HOUSE,2,Democrat,Bennie G. Thompson,46
Attala,Possumneck,US HOUSE,2,Reform,Ashley Norwood,1
Attala,Hesterville,US HOUSE,2,Republican,Bill Marcy,108
Attala,Hesterville,US HOUSE,2,Democrat,Bennie G. Thompson,19
Attala,Hesterville,US HOUSE,2,Reform,Ashley Norwood,4
Attala,South West,US HOUSE,2,Republican,Bill Marcy,40
Attala,South West,US HOUSE,2,Democrat,Bennie G. Thompson,99
Attala,South West,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Newport,US HOUSE,2,Republican,Bill Marcy,97
Attala,Newport,US HOUSE,2,Democrat,Bennie G. Thompson,73
Attala,Newport,US HOUSE,2,Reform,Ashley Norwood,5
Attala,Sallis,US HOUSE,2,Republican,Bill Marcy,156
Attala,Sallis,US HOUSE,2,Democrat,Bennie G. Thompson,382
Attala,Sallis,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Mcadams,US HOUSE,2,Republican,Bill Marcy,73
Attala,Mcadams,US HOUSE,2,Democrat,Bennie G. Thompson,72
Attala,Mcadams,US HOUSE,2,Reform,Ashley Norwood,1
Attala,East,US HOUSE,2,Republican,Bill Marcy,462
Attala,East,US HOUSE,2,Democrat,Bennie G. Thompson,63
Attala,East,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Providence,US HOUSE,2,Republican,Bill Marcy,139
Attala,Providence,US HOUSE,2,Democrat,Bennie G. Thompson,9
Attala,Providence,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Zama,US HOUSE,2,Republican,Bill Marcy,96
Attala,Zama,US HOUSE,2,Democrat,Bennie G. Thompson,47
Attala,Zama,US HOUSE,2,Reform,Ashley Norwood,2
Attala,Thompson,US HOUSE,2,Republican,Bill Marcy,62
Attala,Thompson,US HOUSE,2,Democrat,Bennie G. Thompson,4
Attala,Thompson,US HOUSE,2,Reform,Ashley Norwood,4
Attala,Ethel,US HOUSE,2,Republican,Bill Marcy,121
Attala,Ethel,US HOUSE,2,Democrat,Bennie G. Thompson,63
Attala,Ethel,US HOUSE,2,Reform,Ashley Norwood,4
Attala,TOTAL,US HOUSE,2,Republican,Bill Marcy,3210
Attala,TOTAL,US HOUSE,2,Democrat,Bennie G. Thompson,1989
Attala,TOTAL,US HOUSE,2,Reform,Ashley Norwood,64
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Democrat,Travis W. Childers,268
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Republican,Alan Nunnelee,225
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Independent,A G Baddley,6
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Constitution,Gail Giaramita,4
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Independent,Les Green,2
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Independent,Rick 'Rico' Hoskins,0
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Independent,Wally Pang,2
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Libertarian,Harold M. Taylor,0
Benton,Ashland Precinct District 3 2 as 3,US HOUSE,01,Reform,Barbara Dale Washer,3
Benton,Canaan Precinct District 1 2ca1,US HOUSE,01,Democrat,Travis W. Childers,397
Benton,Canaan Precinct District 1 2ca1,US HOUSE,01,Republican,Alan Nunnelee,160
Benton,Canaan Precinct District 1 2ca1,US HOUSE,01,Independent,A G Baddley,3
Benton,Canaan Precinct District 1 2ca1,US HOUSE,01,Constitution,Gail Giaramita,0
Benton,Canaan Precinct District 1 2ca1,US HOUSE,01,Independent,Les Green,1
