county,precinct,office,district,party,candidate,votes
Copiah,,US HOUSE,2,REP,Yvonne R. Brown,3568
Copiah,,US HOUSE,2,DEM,Bennie G. Thompson,4512
Hinds,,US HOUSE,2,REP,Yvonne R. Brown,14617
Hinds,,US HOUSE,2,DEM,Bennie G. Thompson,34263
Holmes,,US HOUSE,2,REP,Yvonne R. Brown,1161
Holmes,,US HOUSE,2,DEM,Bennie G. Thompson,3854
Humphreys,,US HOUSE,2,REP,Yvonne R. Brown,674
Humphreys,,US HOUSE,2,DEM,Bennie G. Thompson,1877
Issaquena,,US HOUSE,2,REP,"Yvonne R, Brown",211
Issaquena,,US HOUSE,2,DEM,Bennie G. Thompson,402
Jefferson,,US HOUSE,2,REP,Yvonne R. Brown,372
Jefferson,,US HOUSE,2,DEM,Bennie G. Thompson,2462
Leake,,US HOUSE,2,REP,Yvonne R. Brown,1120
Leake,,US HOUSE,2,DEM,Bennie G. Thompson,1535
Leflore,,US HOUSE,2,REP,Yvonne R. Brown,2687
Leflore,,US HOUSE,2,DEM,Bennie G. Thompson,4139
Madison,,US HOUSE,2,REP,Yvonne R. Brown,2680
Madison,,US HOUSE,2,DEM,Bennie G. Thompson,4617
Montgomery,,US HOUSE,2,REP,Yvonne R. Brown,1598
Montgomery,,US HOUSE,2,DEM,Bennie G. Thompson,1781
Quitman,,US HOUSE,2,REP,Yvonne R. Brown,686
Quitman,,US HOUSE,2,DEM,Bennie G. Thompson,1392
Sharkey,,US HOUSE,2,REP,Yvonne R. Brown,477
Sharkey,,US HOUSE,2,DEM,Bennie G. Thompson,1170
Sunflower,,US HOUSE,2,REP,Yvonne R. Brown,1819
Sunflower,,US HOUSE,2,DEM,Bennie G. Thompson,3839
Tallahatchie,,US HOUSE,2,REP,Yvonne R. Brown,1428
Tallahatchie,,US HOUSE,2,DEM,Bennie G. Thompson,2948
Tunica,,US HOUSE,2,REP,Yvonne R. Brown,468
Tunica,,US HOUSE,2,DEM,Bennie G. Thompson,1257
Warren,,US HOUSE,2,REP,Yvonne R. Brown,6506
Warren,,US HOUSE,2,DEM,Bennie G. Thompson,5610
Washington,,US HOUSE,2,REP,Yvonne R. Brown,3384
Washington,,US HOUSE,2,DEM,Bennie G. Thompson,6168
Yazoo,,US HOUSE,2,REP,Yvonne R. Brown,3006
Yazoo,,US HOUSE,2,DEM,Bennie G. Thompson,2972
,,US HOUSE,2,REP,Yvonne R. Brown,55672
,,US HOUSE,2,DEM,Bennie G. Thompson,100160
Adams,,US HOUSE,3,REP,Chip Pickering,3955
Adams,,US HOUSE,3,IND,Jim Giles,1770
Adams,,US HOUSE,3,REF,Lamonica L. Magee,482
Amite,,US HOUSE,3,REP,Chip Pickering,2861
Amite,,US HOUSE,3,IND,Jim Giles,942
Amite,,US HOUSE,3,REF,Lamonica L. Magee,374
Covington,,US HOUSE,3,REP,Chip Pickering,3512
Covington,,US HOUSE,3,IND,Jim Giles,824
Covington,,US HOUSE,3,REF,Lamonica L. Magee,419
Franklin,,US HOUSE,3,REP,Chip Pickering,2055
Franklin,,US HOUSE,3,IND,Jim Giles,387
Franklin,,US HOUSE,3,REF,Lamonica L. Magee,215
Hinds,,US HOUSE,3,REP,Chip Pickering,8262
Hinds,,US HOUSE,3,IND,Jim Giles,1139
Hinds,,US HOUSE,3,REF,Lamonica L. Magee,515
Jasper,,US HOUSE,3,REP,Chip Pickering,931
Jasper,,US HOUSE,3,IND,Jim Giles,323
Jasper,,US HOUSE,3,REF,Lamonica L. Magee,103
Jefferson Davis,,US HOUSE,3,REP,Chip Pickering,2182
Jefferson Davis,,US HOUSE,3,IND,Jim Giles,1152
Jefferson Davis,,US HOUSE,3,REF,Lamonica L. Magee,443
Jones,,US HOUSE,3,REP,Chip Pickering,459
Jones,,US HOUSE,3,IND,Jim Giles,106
Jones,,US HOUSE,3,REF,Lamonica L. Magee,29
Kemper,,US HOUSE,3,REP,Chip Pickering,1970
Kemper,,US HOUSE,3,IND,Jim Giles,594
Kemper,,US HOUSE,3,REF,Lamonica L. Magee,228
Lauderdale,,US HOUSE,3,REP,Chip Pickering,13610
Lauderdale,,US HOUSE,3,IND,Jim Giles,1979
Lauderdale,,US HOUSE,3,REF,Lamonica L. Magee,597
Lawrence,,US HOUSE,3,REP,Chip Pickering,2749
Lawrence,,US HOUSE,3,IND,Jim Giles,625
Lawrence,,US HOUSE,3,REF,Lamonica L. Magee,264
Leake,,US HOUSE,3,REP,Chip Pickering,1481
Leake,,US HOUSE,3,IND,Jim Giles,259
Leake,,US HOUSE,3,REF,Lamonica L. Magee,64
Lincoln,,US HOUSE,3,REP,Chip Pickering,5525
Lincoln,,US HOUSE,3,IND,Jim Giles,1213
Lincoln,,US HOUSE,3,REF,Lamonica L. Magee,338
Madison,,US HOUSE,3,REP,Chip Pickering,11077
Madison,,US HOUSE,3,IND,Jim Giles,1377
Madison,,US HOUSE,3,REF,Lamonica L. Magee,505
Marion,,US HOUSE,3,REP,Chip Pickering,1874
Marion,,US HOUSE,3,IND,Jim Giles,426
Marion,,US HOUSE,3,REF,Lamonica L. Magee,82
Neshoba,,US HOUSE,3,REP,Chip Pickering,4073
Neshoba,,US HOUSE,3,IND,Jim Giles,553
Neshoba,,US HOUSE,3,REF,Lamonica L. Magee,192
Newton,,US HOUSE,3,REP,Chip Pickering,3390
Newton,,US HOUSE,3,IND,Jim Giles,427
Newton,,US HOUSE,3,REF,Lamonica L. Magee,110
Noxubee,,US HOUSE,3,REP,Chip Pickering,1765
Noxubee,,US HOUSE,3,IND,Jim Giles,1017
Noxubee,,US HOUSE,3,REF,Lamonica L. Magee,309
Oktibbeha,,US HOUSE,3,REP,Chip Pickering,5881
Oktibbeha,,US HOUSE,3,IND,Jim Giles,1689
Oktibbeha,,US HOUSE,3,REF,Lamonica L. Magee,694
Pike,,US HOUSE,3,REP,Chip Pickering,5756
Pike,,US HOUSE,3,IND,Jim Giles,1833
Pike,,US HOUSE,3,REF,Lamonica L. Magee,1297
Rankin,,US HOUSE,3,REP,Chip Pickering,23809
Rankin,,US HOUSE,3,IND,Jim Giles,2586
Rankin,,US HOUSE,3,REF,Lamonica L. Magee,866
Scott,,US HOUSE,3,REP,Chip Pickering,3362
Scott,,US HOUSE,3,IND,Jim Giles,733
Scott,,US HOUSE,3,REF,Lamonica L. Magee,242
Simpson,,US HOUSE,3,REP,Chip Pickering,4284
Simpson,,US HOUSE,3,IND,Jim Giles,814
Simpson,,US HOUSE,3,REF,Lamonica L. Magee,449
Smith,,US HOUSE,3,REP,Chip Pickering,3343
Smith,,US HOUSE,3,IND,Jim Giles,423
Smith,,US HOUSE,3,REF,Lamonica L. Magee,151
Walthall,,US HOUSE,3,REP,Chip Pickering,2561
Walthall,,US HOUSE,3,IND,Jim Giles,577
Walthall,,US HOUSE,3,REF,Lamonica L. Magee,516
Webster,,US HOUSE,3,REP,Chip Pickering,161
Webster,,US HOUSE,3,IND,Jim Giles,30
Webster,,US HOUSE,3,REF,Lamonica L. Magee,12
Wilkinson,,US HOUSE,3,REP,Chip Pickering,1089
Wilkinson,,US HOUSE,3,IND,Jim Giles,1210
Wilkinson,,US HOUSE,3,REF,Lamonica L. Magee,310
Winston,,US HOUSE,3,REP,Chip Pickering,3444
Winston,,US HOUSE,3,IND,Jim Giles,991
Winston,,US HOUSE,3,REF,Lamonica L. Magee,254
,,US HOUSE,3,REP,Chip Pickering,125421
,,US HOUSE,3,IND,Jim Giles,25999
,,US HOUSE,3,REF,Lamonica L. Magee,10060
Clarke,,US HOUSE,4,REP,Randy McDonnell,1432
Clarke,,US HOUSE,4,DEM,Gene Taylor,2812
Forrest,,US HOUSE,4,REP,Randy McDonnell,2864
Forrest,,US HOUSE,4,DEM,Gene Taylor,11013
George,,US HOUSE,4,REP,Randy McDonnell,690
George,,US HOUSE,4,DEM,Gene Taylor,2943
Greene,,US HOUSE,4,REP,Randy McDonnell,582
Greene,,US HOUSE,4,DEM,Gene Taylor,2930
Hancock,,US HOUSE,4,REP,Randy McDonnell,1191
Hancock,,US HOUSE,4,DEM,Gene Taylor,6466
Harrison,,US HOUSE,4,REP,Randy McDonnell,3667
Harrison,,US HOUSE,4,DEM,Gene Taylor,23523
Jackson,,US HOUSE,4,REP,Randy McDonnell,4003
Jackson,,US HOUSE,4,DEM,Gene Taylor,18508
Jasper,,US HOUSE,4,REP,Randy McDonnell,402
Jasper,,US HOUSE,4,DEM,Gene Taylor,1923
Jones,,US HOUSE,4,REP,Randy McDonnell,3283
Jones,,US HOUSE,4,DEM,Gene Taylor,10484
Lamar,,US HOUSE,4,REP,Randy McDonnell,3448
Lamar,,US HOUSE,4,DEM,Gene Taylor,8680
Marion,,US HOUSE,4,REP,Randy McDonnell,997
Marion,,US HOUSE,4,DEM,Gene Taylor,2847
Pearl River,,US HOUSE,4,REP,Randy McDonnell,3874
Pearl River,,US HOUSE,4,DEM,Gene Taylor,10097
Perry,,US HOUSE,4,REP,Randy McDonnell,439
Perry,,US HOUSE,4,DEM,Gene Taylor,2205
Stone,,US HOUSE,4,REP,Randy McDonnell,470
Stone,,US HOUSE,4,DEM,Gene Taylor,2731
Wayne,,US HOUSE,4,REP,Randy McDonnell,775
Wayne,,US HOUSE,4,DEM,Gene Taylor,3834
,,US HOUSE,4,REP,Randy McDonnell,28117
,,US HOUSE,4,DEM,Gene Taylor,110996
