county,precinct,office,district,party,candidate,votes
WARREN,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,26841
WARREN,,US HOUSE,002,DEMOCRAT,DAVID E BOSWELL,16535
WASHINGTON,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,2467
WASHINGTON,,US HOUSE,002,DEMOCRAT,DAVID E BOSWELL,2500
JEFFERSON,,US HOUSE,003,REPUBLICAN,ANNE M NORTHUP,139527
JEFFERSON,,US HOUSE,003,DEMOCRAT,JOHN A YARMUTH,203843
JEFFERSON,,US HOUSE,003,WRITE-IN,EDWARD MARTIN,0
BATH,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1454
BATH,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1503
BOONE,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,34713
BOONE,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,14274
BOYD,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,11506
BOYD,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,8835
BRACKEN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,2075
BRACKEN,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1239
CAMPBELL,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,24704
CAMPBELL,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,14210
CARROLL,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1880
CARROLL,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1743
CARTER,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,5264
CARTER,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,4206
ELLIOTT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,775
ELLIOTT,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1564
FLEMING,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,3325
FLEMING,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,2289
GALLATIN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1782
GALLATIN,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1305
GRANT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,5553
GRANT,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,2981
GREENUP,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,8656
GREENUP,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,6732
HARRISON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,4463
HARRISON,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,2853
HENRY,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,3949
HENRY,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,2759
KENTON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,41807
KENTON,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,23737
LEWIS,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,3191
LEWIS,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1375
MASON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,4094
MASON,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,2696
NICHOLAS,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1618
NICHOLAS,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1160
OLDHAM,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,18949
OLDHAM,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,9482
OWEN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,2843
OWEN,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1720
PENDLETON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,3579
PENDLETON,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1989
ROBERTSON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,534
ROBERTSON,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,439
SCOTT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1443
SCOTT,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,819
TRIMBLE,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,2053
TRIMBLE,,US HOUSE,004,DEMOCRAT,MICHAEL KELLEY,1639
BATH,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,633
BATH,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,294
BELL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7321
BELL,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1145
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3181
BREATHITT,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,734
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6047
CLAY,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,662
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,10201
FLOYD,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,2575
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7415
HARLAN,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1504
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4235
JACKSON,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,410
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6593
JOHNSON,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,982
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3375
KNOTT,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,958
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8858
KNOX,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1307
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,17508
LAUREL,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,2933
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3707
LAWRENCE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,995
LEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2134
LEE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,262
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3624
LESLIE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,370
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5734
LETCHER,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1034
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4338
MCCREARY,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,637
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2979
MAGOFFIN,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,572
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2915
MARTIN,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,334
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1410
MENIFEE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,356
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2857
MORGAN,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,492
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1276
OWSLEY,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,215
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7489
PERRY,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1537
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,15386
PIKE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,3539
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,20441
PULASKI,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,3594
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5021
ROCKCASTLE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,517
ROWAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4676
ROWAN,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1891
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5280
WAYNE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,1086
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,10659
WHITLEY,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,2077
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1731
WOLFE,,US HOUSE,005,INDEPENDENT,JIM HOLBERT,432
ANDERSON,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,6613
ANDERSON,,US HOUSE,006,REPUBLICAN,JON LARSON,3528
BOURBON,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,5695
BOURBON,,US HOUSE,006,REPUBLICAN,JON LARSON,2450
BOYLE,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,8237
BOYLE,,US HOUSE,006,REPUBLICAN,JON LARSON,3978
CLARK,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,9679
CLARK,,US HOUSE,006,REPUBLICAN,JON LARSON,5334
ESTILL,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,2851
ESTILL,,US HOUSE,006,REPUBLICAN,JON LARSON,2209
FAYETTE,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,80565
FAYETTE,,US HOUSE,006,REPUBLICAN,JON LARSON,43744
FRANKLIN,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,17717
FRANKLIN,,US HOUSE,006,REPUBLICAN,JON LARSON,5722
GARRARD,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,3810
GARRARD,,US HOUSE,006,REPUBLICAN,JON LARSON,3109
JESSAMINE,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,10497
JESSAMINE,,US HOUSE,006,REPUBLICAN,JON LARSON,8892
LINCOLN,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,3796
LINCOLN,,US HOUSE,006,REPUBLICAN,JON LARSON,2364
MADISON,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,18905
MADISON,,US HOUSE,006,REPUBLICAN,JON LARSON,12210
MERCER,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,6117
MERCER,,US HOUSE,006,REPUBLICAN,JON LARSON,3490
MONTGOMERY,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,7030
MONTGOMERY,,US HOUSE,006,REPUBLICAN,JON LARSON,2897
POWELL,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,3482
POWELL,,US HOUSE,006,REPUBLICAN,JON LARSON,1252
SCOTT,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,10536
SCOTT,,US HOUSE,006,REPUBLICAN,JON LARSON,6339
WOODFORD,,US HOUSE,006,DEMOCRAT,BEN CHANDLER,8234
WOODFORD,,US HOUSE,006,REPUBLICAN,JON LARSON,3860
