county,precinct,office,district,party,candidate,votes
Russell,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,1138
Simpson,,US HOUSE,001,REPUBLICAN,JAMES R COMER,6055
Simpson,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,2566
Taylor,,US HOUSE,001,REPUBLICAN,JAMES R COMER,9622
Taylor,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,2647
Todd,,US HOUSE,001,REPUBLICAN,JAMES R COMER,3971
Todd,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,1215
Trigg,,US HOUSE,001,REPUBLICAN,JAMES R COMER,5537
Trigg,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,1748
Union,,US HOUSE,001,REPUBLICAN,JAMES R COMER,4837
Union,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,1576
Washington,,US HOUSE,001,REPUBLICAN,JAMES R COMER,199
Washington,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,51
Webster,,US HOUSE,001,REPUBLICAN,JAMES R COMER,4445
Webster,,US HOUSE,001,DEMOCRATIC,JAMES RHODES,1420
Barren,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,15268
Barren,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,4074
Barren,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,309
Barren,,US HOUSE,002,POPULIST,LEWIS CARTER,153
Barren,,US HOUSE,002,WRITE-IN,POET J TRIBBLE,1
Boyle,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,9044
Boyle,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,4805
Boyle,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,285
Boyle,,US HOUSE,002,POPULIST,LEWIS CARTER,89
Breckinridge,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,7821
Breckinridge,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1909
Breckinridge,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,184
Breckinridge,,US HOUSE,002,POPULIST,LEWIS CARTER,77
Bullitt,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,30285
Bullitt,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,9770
Bullitt,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,968
Bullitt,,US HOUSE,002,POPULIST,LEWIS CARTER,263
Butler,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,5137
Butler,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,819
Butler,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,88
Butler,,US HOUSE,002,POPULIST,LEWIS CARTER,31
Daviess,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,32385
Daviess,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,14835
Daviess,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,1088
Daviess,,US HOUSE,002,POPULIST,LEWIS CARTER,375
Edmonson,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,4992
Edmonson,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,953
Edmonson,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,94
Edmonson,,US HOUSE,002,POPULIST,LEWIS CARTER,23
Garrard,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,6713
Garrard,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1593
Garrard,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,170
Garrard,,US HOUSE,002,POPULIST,LEWIS CARTER,33
Grayson,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,9620
Grayson,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1915
Grayson,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,221
Grayson,,US HOUSE,002,POPULIST,LEWIS CARTER,79
Grayson,,US HOUSE,002,WRITE-IN,POET J TRIBBLE,1
Green,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,4832
Green,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,744
Green,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,84
Green,,US HOUSE,002,POPULIST,LEWIS CARTER,29
Hancock,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,3172
Hancock,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1226
Hancock,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,83
Hancock,,US HOUSE,002,POPULIST,LEWIS CARTER,29
Hardin,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,31241
Hardin,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,15604
Hardin,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,1227
Hardin,,US HOUSE,002,POPULIST,LEWIS CARTER,440
Hart,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,6330
Hart,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1684
Hart,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,169
Hart,,US HOUSE,002,POPULIST,LEWIS CARTER,34
Jessamine,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,5527
Jessamine,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1857
Jessamine,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,200
Jessamine,,US HOUSE,002,POPULIST,LEWIS CARTER,55
Larue,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,5760
Larue,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1208
Larue,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,136
Larue,,US HOUSE,002,POPULIST,LEWIS CARTER,70
Meade,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,10136
Meade,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,3304
Meade,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,332
Meade,,US HOUSE,002,POPULIST,LEWIS CARTER,75
Mercer,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,8461
Mercer,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,2661
Mercer,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,266
Mercer,,US HOUSE,002,POPULIST,LEWIS CARTER,59
Nelson,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,16151
Nelson,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,6178
Nelson,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,402
Nelson,,US HOUSE,002,POPULIST,LEWIS CARTER,145
Spencer,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,2425
Spencer,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,583
Spencer,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,64
Spencer,,US HOUSE,002,POPULIST,LEWIS CARTER,18
Warren,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,36179
Warren,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,17498
Warren,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,1115
Warren,,US HOUSE,002,POPULIST,LEWIS CARTER,315
Washington,,US HOUSE,002,REPUBLICAN,S BRETT GUTHRIE,4256
Washington,,US HOUSE,002,DEMOCRATIC,HANK LINDERMAN,1423
Washington,,US HOUSE,002,LIBERTARIAN,ROBERT LEE PERRY,103
Washington,,US HOUSE,002,POPULIST,LEWIS CARTER,39
Jefferson,,US HOUSE,003,DEMOCRATIC,JOHN A YARMUTH,230672
Jefferson,,US HOUSE,003,REPUBLICAN,RHONDA PALAZZO,137425
Boone,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,46330
Boone,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,19985
Boyd,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,10732
Boyd,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,6086
Bracken,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,3354
Bracken,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,843
Campbell,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,29567
Campbell,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,18746
Carroll,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,2872
Carroll,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1181
Gallatin,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,2931
Gallatin,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,873
Grant,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,8705
Grant,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,2291
Greenup,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,12842
Greenup,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,5018
Harrison,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,4102
Harrison,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1327
Henry,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,5808
Henry,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,2173
Jefferson,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,10080
Jefferson,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,6137
Kenton,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,49983
Kenton,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,31424
Lewis,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,5032
Lewis,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,783
Mason,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,5623
Mason,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,2200
Oldham,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,23970
Oldham,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,13578
Owen,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,4267
Owen,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1105
Pendleton,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,5535
Pendleton,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1321
Shelby,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,15442
Shelby,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,7862
Spencer,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,6287
Spencer,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1895
Trimble,,US HOUSE,004,REPUBLICAN,THOMAS MASSIE,3151
Trimble,,US HOUSE,004,DEMOCRATIC,ALEXANDRA OWENSBY,1068
Bell,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8428
Bell,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1438
Boyd,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3315
Boyd,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1200
Breathitt,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4428
Breathitt,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1145
Carter,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8506
Carter,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,2754
Clay,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6842
Clay,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,698
Elliott,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2070
Elliott,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,830
Floyd,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,12980
Floyd,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,3265
Harlan,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,9554
Harlan,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1306
Jackson,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5556
Jackson,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,494
Johnson,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8862
Johnson,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1276
Knott,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4920
Knott,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1261
Knox,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,11523
Knox,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1601
Laurel,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,24267
Laurel,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,3769
Lawrence,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5658
Lawrence,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1177
Lee,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2366
Lee,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,400
Leslie,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4434
Leslie,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,360
Letcher,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7496
Letcher,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1536
Lincoln,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8829
Lincoln,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1937
Magoffin,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4367
Magoffin,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1070
Martin,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3580
Martin,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,353
McCreary,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5772
McCreary,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,589
Morgan,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4480
Morgan,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1012
Owsley,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1660
Owsley,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,190
Perry,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8521
Perry,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1929
Pike,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,20954
Pike,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,3978
Pulaski,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,27109
Pulaski,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,4180
Rockcastle,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6885
Rockcastle,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,828
Rowan,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6549
Rowan,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,3323
Wayne,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7693
Wayne,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1301
Whitley,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,13310
Whitley,,US HOUSE,005,DEMOCRATIC,MATTHEW RYAN BEST,1856
Anderson,,US HOUSE,006,REPUBLICAN,ANDY BARR,9755
Anderson,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,3320
Anderson,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,181
Bath,,US HOUSE,006,REPUBLICAN,ANDY BARR,3873
Bath,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,1667
Bath,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,79
Bourbon,,US HOUSE,006,REPUBLICAN,ANDY BARR,6463
Bourbon,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,3013
Bourbon,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,177
Clark,,US HOUSE,006,REPUBLICAN,ANDY BARR,12163
Clark,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,5582
Clark,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,323
Estill,,US HOUSE,006,REPUBLICAN,ANDY BARR,5125
Estill,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,1336
Estill,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,70
Fayette,,US HOUSE,006,REPUBLICAN,ANDY BARR,69170
Fayette,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,81436
Fayette,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,2550
Fleming,,US HOUSE,006,REPUBLICAN,ANDY BARR,5077
Fleming,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,1902
Fleming,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,80
Franklin,,US HOUSE,006,REPUBLICAN,ANDY BARR,13691
Franklin,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,11855
Franklin,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,556
Harrison,,US HOUSE,006,REPUBLICAN,ANDY BARR,2272
Harrison,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,1020
Harrison,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,59
Jessamine,,US HOUSE,006,REPUBLICAN,ANDY BARR,12593
Jessamine,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,5668
Jessamine,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,287
Madison,,US HOUSE,006,REPUBLICAN,ANDY BARR,28472
Madison,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,14691
Madison,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,855
Menifee,,US HOUSE,006,REPUBLICAN,ANDY BARR,2217
Menifee,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,815
Menifee,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,44
Montgomery,,US HOUSE,006,REPUBLICAN,ANDY BARR,9105
Montgomery,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,3534
Montgomery,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,192
Nicholas,,US HOUSE,006,REPUBLICAN,ANDY BARR,2345
Nicholas,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,985
Nicholas,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,57
Powell,,US HOUSE,006,REPUBLICAN,ANDY BARR,3994
Powell,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,1399
Powell,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,101
Robertson,,US HOUSE,006,REPUBLICAN,ANDY BARR,814
Robertson,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,299
Robertson,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,21
Scott,,US HOUSE,006,REPUBLICAN,ANDY BARR,18700
Scott,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,9681
Scott,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,567
Wolfe,,US HOUSE,006,REPUBLICAN,ANDY BARR,2012
Wolfe,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,914
Wolfe,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,52
Woodford,,US HOUSE,006,REPUBLICAN,ANDY BARR,9107
Woodford,,US HOUSE,006,DEMOCRATIC,JOSH HICKS,5894
Woodford,,US HOUSE,006,LIBERTARIAN,FRANK HARRIS,240
