county,precinct,office,district,party,candidate,votes
LINCOLN,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,598
LIVINGSTON,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,1427
LIVINGSTON,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1261
LOGAN,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,4228
LOGAN,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,2279
LYON,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,1308
LYON,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1051
MCCRACKEN,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,11861
MCCRACKEN,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,6284
MCLEAN,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2116
MCLEAN,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1124
MARSHALL,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,6178
MARSHALL,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,4030
METCALFE,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,1703
METCALFE,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1038
MONROE,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,3906
MONROE,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,726
MUHLENBERG,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,5285
MUHLENBERG,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,4332
OHIO,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2456
OHIO,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1269
RUSSELL,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,4096
RUSSELL,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1104
SIMPSON,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2687
SIMPSON,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1384
TODD,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2034
TODD,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,909
TRIGG,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2748
TRIGG,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1259
UNION,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2181
UNION,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1581
WEBSTER,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,1662
WEBSTER,,US HOUSE,001,DEMOCRAT,KLINT ALEXANDER,1477
BARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,7137
BARREN,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,2153
BARREN,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,122
BRECKINRIDGE,,US HOUSE,002,REPUBLICAN,RON LEWIS,4564
BRECKINRIDGE,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1770
BRECKINRIDGE,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,75
BULLITT,,US HOUSE,002,REPUBLICAN,RON LEWIS,9681
BULLITT,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,4677
BULLITT,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,200
DAVIESS,,US HOUSE,002,REPUBLICAN,RON LEWIS,17086
DAVIESS,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,7693
DAVIESS,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,278
EDMONSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2843
EDMONSON,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,833
EDMONSON,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,25
GRAYSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,5523
GRAYSON,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1757
GRAYSON,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,74
GREEN,,US HOUSE,002,REPUBLICAN,RON LEWIS,3301
GREEN,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,718
GREEN,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,47
HANCOCK,,US HOUSE,002,REPUBLICAN,RON LEWIS,1904
HANCOCK,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1032
HANCOCK,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,33
HARDIN,,US HOUSE,002,REPUBLICAN,RON LEWIS,14651
HARDIN,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,5420
HARDIN,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,206
HART,,US HOUSE,002,REPUBLICAN,RON LEWIS,2965
HART,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1283
HART,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,49
JEFFERSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2283
JEFFERSON,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1703
JEFFERSON,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,64
LARUE,,US HOUSE,002,REPUBLICAN,RON LEWIS,2718
LARUE,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1005
LARUE,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,24
MARION,,US HOUSE,002,REPUBLICAN,RON LEWIS,2946
MARION,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1848
MARION,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,70
MEADE,,US HOUSE,002,REPUBLICAN,RON LEWIS,4400
MEADE,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,2329
MEADE,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,74
NELSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,5416
NELSON,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,2529
NELSON,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,107
OHIO,,US HOUSE,002,REPUBLICAN,RON LEWIS,1863
OHIO,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,971
OHIO,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,23
SHELBY,,US HOUSE,002,REPUBLICAN,RON LEWIS,6162
SHELBY,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,3564
SHELBY,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,142
SPENCER,,US HOUSE,002,REPUBLICAN,RON LEWIS,2825
SPENCER,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1335
SPENCER,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,37
TAYLOR,,US HOUSE,002,REPUBLICAN,RON LEWIS,5349
TAYLOR,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,1679
TAYLOR,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,103
WARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,17093
WARREN,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,6321
WARREN,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,309
WASHINGTON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2063
WASHINGTON,,US HOUSE,002,DEMOCRAT,DAVID L WILLIAMS,811
WASHINGTON,,US HOUSE,002,LIBERTARIAN,ROBERT GUY DYER,22
JEFFERSON,,US HOUSE,003,REPUBLICAN,ANNE M NORTHUP,118228
JEFFERSON,,US HOUSE,003,DEMOCRAT,JACK CONWAY,110846
BATH,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,449
BATH,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1436
BATH,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,31
BOONE,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,12706
BOONE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,8915
BOONE,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,199
BOYD,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,5344
BOYD,,US HOUSE,004,DEMOCRAT,KEN LUCAS,7796
BOYD,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,131
BRACKEN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1016
BRACKEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1250
BRACKEN,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,24
CAMPBELL,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,11666
CAMPBELL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,10176
CAMPBELL,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,339
CARROLL,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,610
CARROLL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1554
CARROLL,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,33
CARTER,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,2619
CARTER,,US HOUSE,004,DEMOCRAT,KEN LUCAS,4273
CARTER,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,69
ELLIOTT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,247
ELLIOTT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1445
ELLIOTT,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,38
FLEMING,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1547
FLEMING,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2960
FLEMING,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,52
GALLATIN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,758
GALLATIN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1129
GALLATIN,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,27
GRANT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1840
GRANT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2298
GRANT,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,49
GREENUP,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,3614
GREENUP,,US HOUSE,004,DEMOCRAT,KEN LUCAS,5511
GREENUP,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,83
HARRISON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1658
HARRISON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2887
HARRISON,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,91
HENRY,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1395
HENRY,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2732
HENRY,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,48
KENTON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,18632
KENTON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,16223
KENTON,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,560
LEWIS,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1887
LEWIS,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1149
LEWIS,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,29
MASON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1314
MASON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2357
MASON,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,45
NICHOLAS,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,470
NICHOLAS,,US HOUSE,004,DEMOCRAT,KEN LUCAS,876
NICHOLAS,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,30
OLDHAM,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,9517
OLDHAM,,US HOUSE,004,DEMOCRAT,KEN LUCAS,6047
OLDHAM,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,272
OWEN,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1060
OWEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2057
OWEN,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,35
PENDLETON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,1734
PENDLETON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1853
PENDLETON,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,54
ROBERTSON,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,207
ROBERTSON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,471
ROBERTSON,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,14
SCOTT,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,488
SCOTT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,571
SCOTT,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,0
TRIMBLE,,US HOUSE,004,REPUBLICAN,GEOFF DAVIS,873
TRIMBLE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1810
TRIMBLE,,US HOUSE,004,LIBERTARIAN,JOHN GROTE,55
BATH,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,293
BATH,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,412
BELL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7135
BELL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1524
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2547
BREATHITT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1739
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3722
CLAY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,548
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7741
FLOYD,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,3435
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6931
HARLAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1576
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1953
JACKSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,237
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6095
JOHNSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1071
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3473
KNOTT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1729
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8050
KNOX,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1069
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,11184
LAUREL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1529
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3154
LAWRENCE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1558
LEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2243
LEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,421
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3905
LESLIE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,485
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5632
LETCHER,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1515
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3566
MCCREARY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,511
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3555
MAGOFFIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1184
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4162
MARTIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,714
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1370
MENIFEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,491
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2335
MORGAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,844
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1636
OWSLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,342
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6714
PERRY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2356
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,11109
PIKE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,5798
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,11027
PULASKI,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1572
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3349
ROCKCASTLE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,390
ROWAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2655
ROWAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2222
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4313
WAYNE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,910
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6881
WHITLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1280
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1256
WOLFE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,792
ANDERSON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3665
ANDERSON,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,89
ANDERSON,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,996
BOURBON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3172
BOURBON,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,66
BOURBON,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1138
BOYLE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6151
BOYLE,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,160
BOYLE,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1255
CLARK,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6146
CLARK,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,163
CLARK,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1819
ESTILL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3053
ESTILL,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,77
ESTILL,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,791
FAYETTE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,42609
FAYETTE,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,1209
FAYETTE,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,19658
FRANKLIN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,8481
FRANKLIN,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,320
FRANKLIN,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,3235
GARRARD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3146
GARRARD,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,50
GARRARD,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,744
JESSAMINE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6924
JESSAMINE,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,125
JESSAMINE,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,2305
LINCOLN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2998
LINCOLN,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,118
LINCOLN,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,597
MADISON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,10372
MADISON,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,424
MADISON,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,3143
MERCER,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4534
MERCER,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,94
MERCER,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1062
MONTGOMERY,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3676
MONTGOMERY,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,75
MONTGOMERY,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,896
POWELL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2355
POWELL,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,117
POWELL,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,869
SCOTT,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4865
SCOTT,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,144
SCOTT,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1606
WOODFORD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3475
WOODFORD,,US HOUSE,006,LIBERTARIAN,MARK GAILEY,82
WOODFORD,,US HOUSE,006,INDEPENDENT,GATEWOOD GALBRAITH,1639
