county,precinct,office,district,party,candidate,votes
HOPKINS,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,6400
HOPKINS,,US HOUSE,001,DEMOCRAT,TOM BARLOW,5242
LIVINGSTON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1203
LIVINGSTON,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1663
LOGAN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,2939
LOGAN,,US HOUSE,001,DEMOCRAT,TOM BARLOW,2815
LYON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1058
LYON,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1401
MARSHALL,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,4451
MARSHALL,,US HOUSE,001,DEMOCRAT,TOM BARLOW,5214
MCCRACKEN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,9186
MCCRACKEN,,US HOUSE,001,DEMOCRAT,TOM BARLOW,8493
MCLEAN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1415
MCLEAN,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1575
MONROE,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,3921
MONROE,,US HOUSE,001,DEMOCRAT,TOM BARLOW,745
MUHLENBERG,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,3668
MUHLENBERG,,US HOUSE,001,DEMOCRAT,TOM BARLOW,5231
OHIO,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,3779
OHIO,,US HOUSE,001,DEMOCRAT,TOM BARLOW,2635
RUSSELL,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,3833
RUSSELL,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1352
SIMPSON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,2076
SIMPSON,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1724
TODD,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1510
TODD,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1195
TRIGG,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,2288
TRIGG,,US HOUSE,001,DEMOCRAT,TOM BARLOW,1604
UNION,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1694
UNION,,US HOUSE,001,DEMOCRAT,TOM BARLOW,2139
WEBSTER,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1398
WEBSTER,,US HOUSE,001,DEMOCRAT,TOM BARLOW,2255
BARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,6219
BARREN,,US HOUSE,002,DEMOCRAT,BOB EVANS,3041
BARREN,,US HOUSE,002,REFORM,JIM KETCHEL,94
BRECKINRIDGE,,US HOUSE,002,REPUBLICAN,RON LEWIS,3325
BRECKINRIDGE,,US HOUSE,002,DEMOCRAT,BOB EVANS,1703
BRECKINRIDGE,,US HOUSE,002,REFORM,JIM KETCHEL,58
BULLITT,,US HOUSE,002,REPUBLICAN,RON LEWIS,7966
BULLITT,,US HOUSE,002,DEMOCRAT,BOB EVANS,5462
BULLITT,,US HOUSE,002,REFORM,JIM KETCHEL,120
CASEY,,US HOUSE,002,REPUBLICAN,RON LEWIS,2954
CASEY,,US HOUSE,002,DEMOCRAT,BOB EVANS,718
CASEY,,US HOUSE,002,REFORM,JIM KETCHEL,50
DAVIESS,,US HOUSE,002,REPUBLICAN,RON LEWIS,14534
DAVIESS,,US HOUSE,002,DEMOCRAT,BOB EVANS,9541
DAVIESS,,US HOUSE,002,REFORM,JIM KETCHEL,230
EDMONSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2669
EDMONSON,,US HOUSE,002,DEMOCRAT,BOB EVANS,891
EDMONSON,,US HOUSE,002,REFORM,JIM KETCHEL,27
GRAYSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,4735
GRAYSON,,US HOUSE,002,DEMOCRAT,BOB EVANS,1693
GRAYSON,,US HOUSE,002,REFORM,JIM KETCHEL,59
GREEN,,US HOUSE,002,REPUBLICAN,RON LEWIS,3168
GREEN,,US HOUSE,002,DEMOCRAT,BOB EVANS,1079
GREEN,,US HOUSE,002,REFORM,JIM KETCHEL,41
HANCOCK,,US HOUSE,002,REPUBLICAN,RON LEWIS,1705
HANCOCK,,US HOUSE,002,DEMOCRAT,BOB EVANS,1165
HANCOCK,,US HOUSE,002,REFORM,JIM KETCHEL,21
HARDIN,,US HOUSE,002,REPUBLICAN,RON LEWIS,14174
HARDIN,,US HOUSE,002,DEMOCRAT,BOB EVANS,6766
HARDIN,,US HOUSE,002,REFORM,JIM KETCHEL,200
HART,,US HOUSE,002,REPUBLICAN,RON LEWIS,2660
HART,,US HOUSE,002,DEMOCRAT,BOB EVANS,1687
HART,,US HOUSE,002,REFORM,JIM KETCHEL,40
JEFFERSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,12387
JEFFERSON,,US HOUSE,002,DEMOCRAT,BOB EVANS,6323
JEFFERSON,,US HOUSE,002,REFORM,JIM KETCHEL,186
LARUE,,US HOUSE,002,REPUBLICAN,RON LEWIS,1992
LARUE,,US HOUSE,002,DEMOCRAT,BOB EVANS,1335
LARUE,,US HOUSE,002,REFORM,JIM KETCHEL,34
LINCOLN,,US HOUSE,002,REPUBLICAN,RON LEWIS,658
LINCOLN,,US HOUSE,002,DEMOCRAT,BOB EVANS,536
LINCOLN,,US HOUSE,002,REFORM,JIM KETCHEL,30
MARION,,US HOUSE,002,REPUBLICAN,RON LEWIS,1814
MARION,,US HOUSE,002,DEMOCRAT,BOB EVANS,2246
MARION,,US HOUSE,002,REFORM,JIM KETCHEL,49
MEADE,,US HOUSE,002,REPUBLICAN,RON LEWIS,3388
MEADE,,US HOUSE,002,DEMOCRAT,BOB EVANS,2460
MEADE,,US HOUSE,002,REFORM,JIM KETCHEL,100
METCALFE,,US HOUSE,002,REPUBLICAN,RON LEWIS,1888
METCALFE,,US HOUSE,002,DEMOCRAT,BOB EVANS,987
METCALFE,,US HOUSE,002,REFORM,JIM KETCHEL,32
NELSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,5349
NELSON,,US HOUSE,002,DEMOCRAT,BOB EVANS,3630
NELSON,,US HOUSE,002,REFORM,JIM KETCHEL,162
SPENCER,,US HOUSE,002,REPUBLICAN,RON LEWIS,1830
SPENCER,,US HOUSE,002,DEMOCRAT,BOB EVANS,1439
SPENCER,,US HOUSE,002,REFORM,JIM KETCHEL,39
TAYLOR,,US HOUSE,002,REPUBLICAN,RON LEWIS,4535
TAYLOR,,US HOUSE,002,DEMOCRAT,BOB EVANS,2152
TAYLOR,,US HOUSE,002,REFORM,JIM KETCHEL,64
WARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,13295
WARREN,,US HOUSE,002,DEMOCRAT,BOB EVANS,6729
WARREN,,US HOUSE,002,REFORM,JIM KETCHEL,164
WASHINGTON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2040
WASHINGTON,,US HOUSE,002,DEMOCRAT,BOB EVANS,1265
WASHINGTON,,US HOUSE,002,REFORM,JIM KETCHEL,33
JEFFERSON,,US HOUSE,003,REPUBLICAN,ANNE MEAGHER NORTHUP,100690
JEFFERSON,,US HOUSE,003,DEMOCRAT,CHRIS GORMAN,92865
JEFFERSON,,US HOUSE,003,NATURAL LAW,PATRICIA JO METTEN,1881
BOONE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,8604
BOONE,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,11146
BOYD,,US HOUSE,004,DEMOCRAT,KEN LUCAS,8269
BOYD,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,5359
BRACKEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1287
BRACKEN,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,923
CAMPBELL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,12103
CAMPBELL,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,11555
CARROLL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1627
CARROLL,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,791
CARTER,,US HOUSE,004,DEMOCRAT,KEN LUCAS,3758
CARTER,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,3022
ELLIOTT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1129
ELLIOTT,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,303
FLEMING,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2363
FLEMING,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,1482
GALLATIN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1085
GALLATIN,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,664
GRANT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2526
GRANT,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,1867
GREENUP,,US HOUSE,004,DEMOCRAT,KEN LUCAS,6572
GREENUP,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,4439
HENRY,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2366
HENRY,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,1177
KENTON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,18176
KENTON,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,18907
LEWIS,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1491
LEWIS,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,2380
MASON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2406
MASON,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,1409
OLDHAM,,US HOUSE,004,DEMOCRAT,KEN LUCAS,6613
OLDHAM,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,7479
OWEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2134
OWEN,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,948
PENDLETON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1665
PENDLETON,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,1306
ROBERTSON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,395
ROBERTSON,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,206
ROWAN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2930
ROWAN,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,2056
SHELBY,,US HOUSE,004,DEMOCRAT,KEN LUCAS,4395
SHELBY,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,3314
TRIMBLE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1591
TRIMBLE,,US HOUSE,004,REPUBLICAN,GEX JAY WILLIAMS,814
BELL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,7787
BELL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1351
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2499
BREATHITT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1307
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4736
CLAY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,678
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,7784
FLOYD,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,3581
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,7879
HARLAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,2131
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3213
JACKSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,375
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5616
JOHNSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1144
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3307
KNOTT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1981
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,8252
KNOX,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1136
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,10915
LAUREL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1643
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2635
LAWRENCE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1804
LEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2359
LEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,407
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3623
LESLIE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,532
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6011
LETCHER,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1525
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3479
MAGOFFIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1378
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3969
MARTIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,771
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3861
MCCREARY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,612
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,984
MENIFEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,537
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1416
MORGAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,922
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1800
OWSLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,234
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6583
PERRY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,2345
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,12672
PIKE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,6745
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,14286
PULASKI,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,2764
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2880
ROCKCASTLE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,485
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5014
WAYNE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1091
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,7605
WHITLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,1351
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1050
WOLFE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY-BAMER,755
ANDERSON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3091
ANDERSON,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,2614
ANDERSON,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,30
BATH,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,1665
BATH,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,1906
BATH,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,28
BOURBON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2475
BOURBON,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,2265
BOURBON,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,37
BOYLE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3816
BOYLE,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,3125
BOYLE,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,52
CLARK,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,5241
CLARK,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,3787
CLARK,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,99
ESTILL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2910
ESTILL,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,1429
ESTILL,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,74
FAYETTE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,36182
FAYETTE,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,35356
FAYETTE,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,592
FRANKLIN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6692
FRANKLIN,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,9325
FRANKLIN,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,198
GARRARD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3102
GARRARD,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,1479
GARRARD,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,45
HARRISON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2657
HARRISON,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,2550
HARRISON,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,68
JESSAMINE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6235
JESSAMINE,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,3034
JESSAMINE,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,116
LINCOLN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2604
LINCOLN,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,1578
LINCOLN,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,71
MADISON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,8699
MADISON,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,6748
MADISON,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,96
MERCER,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3213
MERCER,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,2602
MERCER,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,45
MONTGOMERY,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3715
MONTGOMERY,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,2647
MONTGOMERY,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,40
NICHOLAS,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,1034
NICHOLAS,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,984
NICHOLAS,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,14
POWELL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2001
POWELL,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,1798
POWELL,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,38
SCOTT,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4594
SCOTT,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,3409
SCOTT,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,115
WOODFORD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4120
WOODFORD,,US HOUSE,006,DEMOCRAT,ERNESTO SCORSONE,3397
WOODFORD,,US HOUSE,006,TAXPAYERS,WASLEY S KROGDAHL,81
