county,precinct,office,district,party,candidate,votes
UNION,,US HOUSE,001,DEMOCRAT,BRIAN S ROY,2757
UNION,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2275
WEBSTER,,US HOUSE,001,DEMOCRAT,BRIAN S ROY,2509
WEBSTER,,US HOUSE,001,REPUBLICAN,EDWARD WHITFIELD,2255
BARREN,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,3891
BARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,7916
BARREN,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,73
BRECKINRIDGE,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1761
BRECKINRIDGE,,US HOUSE,002,REPUBLICAN,RON LEWIS,4664
BRECKINRIDGE,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,32
BULLITT,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,6679
BULLITT,,US HOUSE,002,REPUBLICAN,RON LEWIS,13494
BULLITT,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,194
CASEY,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,759
CASEY,,US HOUSE,002,REPUBLICAN,RON LEWIS,3674
CASEY,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,38
DAVIESS,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,10469
DAVIESS,,US HOUSE,002,REPUBLICAN,RON LEWIS,21279
DAVIESS,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,237
EDMONSON,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1200
EDMONSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,3083
EDMONSON,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,19
GRAYSON,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1847
GRAYSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,5730
GRAYSON,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,30
GREEN,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,879
GREEN,,US HOUSE,002,REPUBLICAN,RON LEWIS,3454
GREEN,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,19
HANCOCK,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1173
HANCOCK,,US HOUSE,002,REPUBLICAN,RON LEWIS,1964
HANCOCK,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,19
HARDIN,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,8408
HARDIN,,US HOUSE,002,REPUBLICAN,RON LEWIS,19375
HARDIN,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,300
HART,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1852
HART,,US HOUSE,002,REPUBLICAN,RON LEWIS,3401
HART,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,26
JEFFERSON,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,9255
JEFFERSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,20324
JEFFERSON,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,397
LARUE,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1290
LARUE,,US HOUSE,002,REPUBLICAN,RON LEWIS,3334
LARUE,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,30
LINCOLN,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,449
LINCOLN,,US HOUSE,002,REPUBLICAN,RON LEWIS,925
LINCOLN,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,19
MARION,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,2047
MARION,,US HOUSE,002,REPUBLICAN,RON LEWIS,2860
MARION,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,54
MEADE,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,2945
MEADE,,US HOUSE,002,REPUBLICAN,RON LEWIS,5121
MEADE,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,83
METCALFE,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,985
METCALFE,,US HOUSE,002,REPUBLICAN,RON LEWIS,2222
METCALFE,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,27
NELSON,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,4087
NELSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,7112
NELSON,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,115
SPENCER,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1246
SPENCER,,US HOUSE,002,REPUBLICAN,RON LEWIS,3061
SPENCER,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,48
TAYLOR,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,2034
TAYLOR,,US HOUSE,002,REPUBLICAN,RON LEWIS,5768
TAYLOR,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,41
WARREN,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,10197
WARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,19315
WARREN,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,291
WASHINGTON,,US HOUSE,002,DEMOCRAT,BRIAN PEDIGO,1084
WASHINGTON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2724
WASHINGTON,,US HOUSE,002,LIBERTARIAN,MICHAEL A KIRKMAN,33
JEFFERSON,,US HOUSE,003,DEMOCRAT,ELEANOR JORDAN,118785
JEFFERSON,,US HOUSE,003,REPUBLICAN,ANNE MEAGHER NORTHUP,142106
JEFFERSON,,US HOUSE,003,LIBERTARIAN,DONNA WALKER MANCINI,7804
BOONE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,14915
BOONE,,US HOUSE,004,REPUBLICAN,DON BELL,14722
BOONE,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,111
BOONE,,US HOUSE,004,GREEN,KEN SAIN,372
BOYD,,US HOUSE,004,DEMOCRAT,KEN LUCAS,11309
BOYD,,US HOUSE,004,REPUBLICAN,DON BELL,5564
BOYD,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,74
BOYD,,US HOUSE,004,GREEN,KEN SAIN,135
BRACKEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1515
BRACKEN,,US HOUSE,004,REPUBLICAN,DON BELL,1085
BRACKEN,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,24
BRACKEN,,US HOUSE,004,GREEN,KEN SAIN,32
CAMPBELL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,15617
CAMPBELL,,US HOUSE,004,REPUBLICAN,DON BELL,14005
CAMPBELL,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,229
CAMPBELL,,US HOUSE,004,GREEN,KEN SAIN,728
CARROLL,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1967
CARROLL,,US HOUSE,004,REPUBLICAN,DON BELL,984
CARROLL,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,22
CARROLL,,US HOUSE,004,GREEN,KEN SAIN,53
CARTER,,US HOUSE,004,DEMOCRAT,KEN LUCAS,4785
CARTER,,US HOUSE,004,REPUBLICAN,DON BELL,2555
CARTER,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,67
CARTER,,US HOUSE,004,GREEN,KEN SAIN,55
ELLIOTT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1806
ELLIOTT,,US HOUSE,004,REPUBLICAN,DON BELL,268
ELLIOTT,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,20
ELLIOTT,,US HOUSE,004,GREEN,KEN SAIN,24
FLEMING,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2319
FLEMING,,US HOUSE,004,REPUBLICAN,DON BELL,2014
FLEMING,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,27
FLEMING,,US HOUSE,004,GREEN,KEN SAIN,29
GALLATIN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1280
GALLATIN,,US HOUSE,004,REPUBLICAN,DON BELL,816
GALLATIN,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,21
GALLATIN,,US HOUSE,004,GREEN,KEN SAIN,33
GRANT,,US HOUSE,004,DEMOCRAT,KEN LUCAS,3620
GRANT,,US HOUSE,004,REPUBLICAN,DON BELL,2547
GRANT,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,54
GRANT,,US HOUSE,004,GREEN,KEN SAIN,72
GREENUP,,US HOUSE,004,DEMOCRAT,KEN LUCAS,8286
GREENUP,,US HOUSE,004,REPUBLICAN,DON BELL,4370
GREENUP,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,58
GREENUP,,US HOUSE,004,GREEN,KEN SAIN,90
HENRY,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2818
HENRY,,US HOUSE,004,REPUBLICAN,DON BELL,1930
HENRY,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,36
HENRY,,US HOUSE,004,GREEN,KEN SAIN,58
KENTON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,27690
KENTON,,US HOUSE,004,REPUBLICAN,DON BELL,22436
KENTON,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,322
KENTON,,US HOUSE,004,GREEN,KEN SAIN,1174
LEWIS,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1368
LEWIS,,US HOUSE,004,REPUBLICAN,DON BELL,2453
LEWIS,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,20
LEWIS,,US HOUSE,004,GREEN,KEN SAIN,35
MASON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2949
MASON,,US HOUSE,004,REPUBLICAN,DON BELL,1895
MASON,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,38
MASON,,US HOUSE,004,GREEN,KEN SAIN,65
OLDHAM,,US HOUSE,004,DEMOCRAT,KEN LUCAS,6847
OLDHAM,,US HOUSE,004,REPUBLICAN,DON BELL,11264
OLDHAM,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,138
OLDHAM,,US HOUSE,004,GREEN,KEN SAIN,298
OWEN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2091
OWEN,,US HOUSE,004,REPUBLICAN,DON BELL,1367
OWEN,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,37
OWEN,,US HOUSE,004,GREEN,KEN SAIN,52
PENDLETON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,2867
PENDLETON,,US HOUSE,004,REPUBLICAN,DON BELL,1508
PENDLETON,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,39
PENDLETON,,US HOUSE,004,GREEN,KEN SAIN,45
ROBERTSON,,US HOUSE,004,DEMOCRAT,KEN LUCAS,461
ROBERTSON,,US HOUSE,004,REPUBLICAN,DON BELL,292
ROBERTSON,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,5
ROBERTSON,,US HOUSE,004,GREEN,KEN SAIN,15
ROWAN,,US HOUSE,004,DEMOCRAT,KEN LUCAS,3963
ROWAN,,US HOUSE,004,REPUBLICAN,DON BELL,2050
ROWAN,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,49
ROWAN,,US HOUSE,004,GREEN,KEN SAIN,124
SHELBY,,US HOUSE,004,DEMOCRAT,KEN LUCAS,5611
SHELBY,,US HOUSE,004,REPUBLICAN,DON BELL,5726
SHELBY,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,66
SHELBY,,US HOUSE,004,GREEN,KEN SAIN,142
TRIMBLE,,US HOUSE,004,DEMOCRAT,KEN LUCAS,1788
TRIMBLE,,US HOUSE,004,REPUBLICAN,DON BELL,1092
TRIMBLE,,US HOUSE,004,LIBERTARIAN,ALAN HANDLEMAN,29
TRIMBLE,,US HOUSE,004,GREEN,KEN SAIN,31
BELL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2200
BELL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6402
BREATHITT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1759
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2916
CLAY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,759
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4946
FLOYD,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,5875
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8476
HARLAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2704
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6345
JACKSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,497
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3814
JOHNSON,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1581
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5762
KNOTT,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2741
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3034
KNOX,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1754
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,7449
LAUREL,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2806
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,14191
LAWRENCE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1778
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2747
LEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,489
LEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1977
LESLIE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,626
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3516
LETCHER,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2395
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,5848
MCCREARY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,882
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3483
MAGOFFIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1512
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3164
MARTIN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,771
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,3361
MENIFEE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,739
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1297
MORGAN,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1143
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,2246
OWSLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,211
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1406
PERRY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2739
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,6454
PIKE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,8658
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,12570
PULASKI,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2954
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,16521
ROCKCASTLE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,717
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4217
WAYNE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,1296
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,4383
WHITLEY,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,2033
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,8218
WOLFE,,US HOUSE,005,DEMOCRAT,SIDNEY JANE BAILEY,876
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD HAL ROGERS,1237
ANDERSON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2432
ANDERSON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4493
ANDERSON,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,17
ANDERSON,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,742
BATH,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1717
BATH,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2124
BATH,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,12
BATH,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,368
BOURBON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2325
BOURBON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3563
BOURBON,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,25
BOURBON,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,953
BOYLE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3364
BOYLE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,5789
BOYLE,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,42
BOYLE,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,633
CLARK,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3721
CLARK,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,6784
CLARK,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,44
CLARK,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,1480
ESTILL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1297
ESTILL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2918
ESTILL,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,18
ESTILL,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,389
FAYETTE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,38570
FAYETTE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,49205
FAYETTE,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,525
FAYETTE,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,14785
FRANKLIN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,8890
FRANKLIN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,9828
FRANKLIN,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,86
FRANKLIN,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,1872
GARRARD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1374
GARRARD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3806
GARRARD,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,21
GARRARD,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,519
HARRISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2244
HARRISON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3536
HARRISON,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,23
HARRISON,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,660
JESSAMINE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3650
JESSAMINE,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,8961
JESSAMINE,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,58
JESSAMINE,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,1815
LINCOLN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1878
LINCOLN,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,3578
LINCOLN,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,19
LINCOLN,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,482
MADISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,7654
MADISON,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,12851
MADISON,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,145
MADISON,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,2262
MERCER,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2534
MERCER,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4839
MERCER,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,27
MERCER,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,767
MONTGOMERY,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2869
MONTGOMERY,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,4567
MONTGOMERY,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,22
MONTGOMERY,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,747
NICHOLAS,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,717
NICHOLAS,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,1444
NICHOLAS,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,8
NICHOLAS,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,462
POWELL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1615
POWELL,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,2227
POWELL,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,18
POWELL,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,433
SCOTT,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4239
SCOTT,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,7225
SCOTT,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,88
SCOTT,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,1617
WOODFORD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3077
WOODFORD,,US HOUSE,006,REPUBLICAN,ERNIE FLETCHER,5233
WOODFORD,,US HOUSE,006,LIBERTARIAN,JOSEPH NOVAK,31
WOODFORD,,US HOUSE,006,REFORM,GATEWOOD GALBRAITH,1450
