county,precinct,office,district,party,candidate,votes
MARSHALL,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,7566
MARSHALL,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,4400
MARSHALL,,US HOUSE,001,REFORM,MARVIN SEAT,41
MCCRACKEN,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,15366
MCCRACKEN,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,9948
MCCRACKEN,,US HOUSE,001,REFORM,MARVIN SEAT,61
MCLEAN,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,2596
MCLEAN,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,956
MCLEAN,,US HOUSE,001,REFORM,MARVIN SEAT,12
MONROE,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,1041
MONROE,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,2640
MONROE,,US HOUSE,001,REFORM,MARVIN SEAT,15
MUHLENBERG,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,8078
MUHLENBERG,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,2867
MUHLENBERG,,US HOUSE,001,REFORM,MARVIN SEAT,16
OHIO,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,4717
OHIO,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,3006
OHIO,,US HOUSE,001,REFORM,MARVIN SEAT,12
RUSSELL,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,2112
RUSSELL,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,3431
RUSSELL,,US HOUSE,001,REFORM,MARVIN SEAT,12
SIMPSON,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,2851
SIMPSON,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,1765
SIMPSON,,US HOUSE,001,REFORM,MARVIN SEAT,12
TODD,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,1744
TODD,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,1221
TODD,,US HOUSE,001,REFORM,MARVIN SEAT,35
TRIGG,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,2509
TRIGG,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,1610
TRIGG,,US HOUSE,001,REFORM,MARVIN SEAT,15
UNION,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,4136
UNION,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,990
UNION,,US HOUSE,001,REFORM,MARVIN SEAT,10
WEBSTER,,US HOUSE,001,DEMOCRAT,THOMAS J BARLOW III,4049
WEBSTER,,US HOUSE,001,REPUBLICAN,STEVE HAMRICK,966
WEBSTER,,US HOUSE,001,REFORM,MARVIN SEAT,15
ADAIR,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,7
ADAIR,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,5
BARREN,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,7198
BARREN,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,3968
BRECKINRIDGE,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,4183
BRECKINRIDGE,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,2083
BULLITT,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,10224
BULLITT,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,6309
CASEY,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,1346
CASEY,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,2284
DAVIESS,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,20754
DAVIESS,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,9953
EDMONSON,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,2315
EDMONSON,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1749
GRAYSON,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,3752
GRAYSON,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,3247
GREEN,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,1850
GREEN,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,2037
HANCOCK,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,2150
HANCOCK,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,779
HARDIN,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,13890
HARDIN,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,9257
HART,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,3371
HART,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1600
JEFFERSON,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,10985
JEFFERSON,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,10723
LARUE,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,2884
LARUE,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1415
LINCOLN,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,573
LINCOLN,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,537
MARION,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,4160
MARION,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,978
MEADE,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,4611
MEADE,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1972
METCALFE,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,1706
METCALFE,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1248
NELSON,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,6358
NELSON,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,2595
SPENCER,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,1818
SPENCER,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,730
TAYLOR,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,3792
TAYLOR,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,3559
WARREN,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,16610
WARREN,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,11414
WASHINGTON,,US HOUSE,002,DEMOCRAT,WILLIAM H NATCHER,2357
WASHINGTON,,US HOUSE,002,REPUBLICAN,BRUCE R BARTLEY,1242
JEFFERSON,,US HOUSE,003,DEMOCRAT,ROMANO L MAZZOLI,148066
JEFFERSON,,US HOUSE,003,REPUBLICAN,SUSAN B STOKES,132689
JEFFERSON,,US HOUSE,003,WRITE-IN,PATRICIA METTEN,15
BOONE,,US HOUSE,004,REPUBLICAN,JIM BUNNING,15831
BOONE,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,6778
BOYD,,US HOUSE,004,REPUBLICAN,JIM BUNNING,9572
BOYD,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,10422
BRACKEN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1617
BRACKEN,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1000
CAMPBELL,,US HOUSE,004,REPUBLICAN,JIM BUNNING,22006
CAMPBELL,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,8717
CARROLL,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1758
CARROLL,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1637
CARTER,,US HOUSE,004,REPUBLICAN,JIM BUNNING,4170
CARTER,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,3822
ELLIOTT,,US HOUSE,004,REPUBLICAN,JIM BUNNING,562
ELLIOTT,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1751
FLEMING,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2214
FLEMING,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,2325
GALLATIN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,984
GALLATIN,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1120
GRANT,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2847
GRANT,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,2318
GREENUP,,US HOUSE,004,REPUBLICAN,JIM BUNNING,6147
GREENUP,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,7192
HENRY,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2236
HENRY,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,2439
KENTON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,36073
KENTON,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,14756
LAWRENCE,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1813
LAWRENCE,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1912
LEWIS,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2953
LEWIS,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1548
MASON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2956
MASON,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,2596
NICHOLAS,,US HOUSE,004,REPUBLICAN,JIM BUNNING,89
NICHOLAS,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,119
OLDHAM,,US HOUSE,004,REPUBLICAN,JIM BUNNING,10967
OLDHAM,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,4463
OWEN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1660
OWEN,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1661
PENDLETON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2636
PENDLETON,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1555
ROBERTSON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,371
ROBERTSON,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,444
ROWAN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,3249
ROWAN,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,3251
SHELBY,,US HOUSE,004,REPUBLICAN,JIM BUNNING,5643
SHELBY,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,3826
TRIMBLE,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1280
TRIMBLE,,US HOUSE,004,DEMOCRAT,FLOYD G POORE,1238
BELL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6629
BELL,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,3834
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1623
BREATHITT,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,3402
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5089
CLAY,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1535
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4281
FLOYD,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,12986
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5558
HARLAN,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,5822
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3356
JACKSON,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,675
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4276
JOHNSON,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,3304
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1478
KNOTT,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,5376
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6728
KNOX,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,2561
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,10847
LAUREL,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,3657
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,479
LAWRENCE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,405
LEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1901
LEE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,987
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3229
LESLIE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1428
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3603
LETCHER,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,5321
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2017
MAGOFFIN,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,2877
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2021
MARTIN,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1572
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4221
MCCREARY,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1015
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,608
MENIFEE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1200
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1556
MORGAN,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,2162
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1508
OWSLEY,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,433
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4591
PERRY,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,6357
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,9328
PIKE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,17283
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,14052
PULASKI,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,4074
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3636
ROCKCASTLE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,973
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4348
WAYNE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1815
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,7575
WHITLEY,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,3116
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,717
WOLFE,,US HOUSE,005,DEMOCRAT,JOHN DOUG HAYES,1590
ANDERSON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3505
ANDERSON,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,2339
ANDERSON,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
BATH,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2628
BATH,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,942
BATH,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
BOURBON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4236
BOURBON,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,2034
BOURBON,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
BOYLE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,5247
BOYLE,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,3232
BOYLE,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
CLARK,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,6390
CLARK,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,3615
CLARK,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
ESTILL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2553
ESTILL,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,2088
ESTILL,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
FAYETTE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,48736
FAYETTE,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,38238
FAYETTE,,US HOUSE,006,WRITE-IN,MARK GAILEY,4
FRANKLIN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,12604
FRANKLIN,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,4972
FRANKLIN,,US HOUSE,006,WRITE-IN,MARK GAILEY,1
GARRARD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2412
GARRARD,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,1973
GARRARD,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
HARRISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4110
HARRISON,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,1688
HARRISON,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
JESSAMINE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,5754
JESSAMINE,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,5661
JESSAMINE,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
LINCOLN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2687
LINCOLN,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,1580
LINCOLN,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
MADISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,11808
MADISON,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,6486
MADISON,,US HOUSE,006,WRITE-IN,MARK GAILEY,15
MERCER,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3960
MERCER,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,2499
MERCER,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
MONTGOMERY,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4838
MONTGOMERY,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,1856
MONTGOMERY,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
NICHOLAS,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1476
NICHOLAS,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,568
NICHOLAS,,US HOUSE,006,WRITE-IN,MARK GAILEY,1
POWELL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2680
POWELL,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,1427
POWELL,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
SCOTT,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,5306
SCOTT,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,3175
SCOTT,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
WOODFORD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4683
WOODFORD,,US HOUSE,006,REPUBLICAN,CHARLES W ELLINGER,3443
WOODFORD,,US HOUSE,006,WRITE-IN,MARK GAILEY,0
