county,precinct,office,district,party,candidate,votes
HICKMAN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,895
HICKMAN,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1118
HOPKINS,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,7425
HOPKINS,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,6958
LIVINGSTON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1599
LIVINGSTON,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,2137
LOGAN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,4324
LOGAN,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,3444
LYON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1240
LYON,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1570
MARSHALL,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,5487
MARSHALL,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,6192
MCCRACKEN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,12089
MCCRACKEN,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,11662
MCLEAN,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1585
MCLEAN,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1803
MONROE,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,3439
MONROE,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,914
MUHLENBERG,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,4184
MUHLENBERG,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,6296
OHIO,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,4010
OHIO,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,3449
RUSSELL,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,4217
RUSSELL,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1248
SIMPSON,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,2445
SIMPSON,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,2300
TODD,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1963
TODD,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1306
TRIGG,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,2465
TRIGG,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,1788
UNION,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1885
UNION,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,2767
WEBSTER,,US HOUSE,001,REPUBLICAN,ED WHITFIELD,1887
WEBSTER,,US HOUSE,001,DEMOCRAT,DENNIS L NULL,2785
BARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,5973
BARREN,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,4695
BARREN,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
BRECKINRIDGE,,US HOUSE,002,REPUBLICAN,RON LEWIS,2916
BRECKINRIDGE,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,3702
BRECKINRIDGE,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
BULLITT,,US HOUSE,002,REPUBLICAN,RON LEWIS,10011
BULLITT,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,7020
BULLITT,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
CASEY,,US HOUSE,002,REPUBLICAN,RON LEWIS,3234
CASEY,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,984
CASEY,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
DAVIESS,,US HOUSE,002,REPUBLICAN,RON LEWIS,17473
DAVIESS,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,13951
DAVIESS,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
EDMONSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,2848
EDMONSON,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1242
EDMONSON,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
GRAYSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,4573
GRAYSON,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,2668
GRAYSON,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
GREEN,,US HOUSE,002,REPUBLICAN,RON LEWIS,2956
GREEN,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1271
GREEN,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
HANCOCK,,US HOUSE,002,REPUBLICAN,RON LEWIS,1611
HANCOCK,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1481
HANCOCK,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
HARDIN,,US HOUSE,002,REPUBLICAN,RON LEWIS,15227
HARDIN,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,10193
HARDIN,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
HART,,US HOUSE,002,REPUBLICAN,RON LEWIS,2872
HART,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,2597
HART,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
JEFFERSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,14912
JEFFERSON,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,8566
JEFFERSON,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
LARUE,,US HOUSE,002,REPUBLICAN,RON LEWIS,2517
LARUE,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1886
LARUE,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
LINCOLN,,US HOUSE,002,REPUBLICAN,RON LEWIS,739
LINCOLN,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,501
LINCOLN,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
MARION,,US HOUSE,002,REPUBLICAN,RON LEWIS,2127
MARION,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,3053
MARION,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
MEADE,,US HOUSE,002,REPUBLICAN,RON LEWIS,3101
MEADE,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,3983
MEADE,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
METCALFE,,US HOUSE,002,REPUBLICAN,RON LEWIS,1836
METCALFE,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1285
METCALFE,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
NELSON,,US HOUSE,002,REPUBLICAN,RON LEWIS,5306
NELSON,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,5032
NELSON,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
SPENCER,,US HOUSE,002,REPUBLICAN,RON LEWIS,1790
SPENCER,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1339
SPENCER,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
TAYLOR,,US HOUSE,002,REPUBLICAN,RON LEWIS,4955
TAYLOR,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,2727
TAYLOR,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
WARREN,,US HOUSE,002,REPUBLICAN,RON LEWIS,16503
WARREN,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,10437
WARREN,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
WASHINGTON,,US HOUSE,002,REPUBLICAN,RON LEWIS,1953
WASHINGTON,,US HOUSE,002,DEMOCRAT,JOE WRIGHT,1870
WASHINGTON,,US HOUSE,002,WRITE-IN,LEWIS MORGAN,0
JEFFERSON,,US HOUSE,003,REPUBLICAN,ANNE M NORTHUP,126625
JEFFERSON,,US HOUSE,003,DEMOCRAT,MIKE WARD,125326
BOONE,,US HOUSE,004,REPUBLICAN,JIM BUNNING,18669
BOONE,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,5846
BOYD,,US HOUSE,004,REPUBLICAN,JIM BUNNING,9957
BOYD,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,7544
BRACKEN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1800
BRACKEN,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,679
CAMPBELL,,US HOUSE,004,REPUBLICAN,JIM BUNNING,21860
CAMPBELL,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,7717
CARROLL,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1906
CARROLL,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1060
CARTER,,US HOUSE,004,REPUBLICAN,JIM BUNNING,4097
CARTER,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,2972
ELLIOTT,,US HOUSE,004,REPUBLICAN,JIM BUNNING,633
ELLIOTT,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1198
FLEMING,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2765
FLEMING,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1474
GALLATIN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1276
GALLATIN,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,687
GRANT,,US HOUSE,004,REPUBLICAN,JIM BUNNING,3803
GRANT,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1652
GREENUP,,US HOUSE,004,REPUBLICAN,JIM BUNNING,7246
GREENUP,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,5530
HENRY,,US HOUSE,004,REPUBLICAN,JIM BUNNING,3127
HENRY,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1700
KENTON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,35111
KENTON,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,14983
LEWIS,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2971
LEWIS,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1024
MASON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,3212
MASON,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1579
OLDHAM,,US HOUSE,004,REPUBLICAN,JIM BUNNING,13825
OLDHAM,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,3941
OWEN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2255
OWEN,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1098
PENDLETON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,2914
PENDLETON,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,1282
ROBERTSON,,US HOUSE,004,REPUBLICAN,JIM BUNNING,450
ROBERTSON,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,287
ROWAN,,US HOUSE,004,REPUBLICAN,JIM BUNNING,3195
ROWAN,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,2577
SHELBY,,US HOUSE,004,REPUBLICAN,JIM BUNNING,6567
SHELBY,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,3140
TRIMBLE,,US HOUSE,004,REPUBLICAN,JIM BUNNING,1496
TRIMBLE,,US HOUSE,004,DEMOCRAT,DENNY BOWMAN,969
BELL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5311
BELL,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
BREATHITT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2450
BREATHITT,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
CLAY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4153
CLAY,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
FLOYD,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,8294
FLOYD,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,3
HARLAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4985
HARLAN,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,2
JACKSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3100
JACKSON,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
JOHNSON,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,5256
JOHNSON,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
KNOTT,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2046
KNOTT,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
KNOX,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6261
KNOX,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
LAUREL,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,11955
LAUREL,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
LAWRENCE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2216
LAWRENCE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
LEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1524
LEE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
LESLIE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2863
LESLIE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
LETCHER,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4222
LETCHER,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
MAGOFFIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1719
MAGOFFIN,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
MARTIN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2736
MARTIN,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
MCCREARY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,2876
MCCREARY,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
MENIFEE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,720
MENIFEE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
MORGAN,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1501
MORGAN,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
OWSLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,1071
OWSLEY,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
PERRY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,4604
PERRY,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,5
PIKE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,9980
PIKE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
PULASKI,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,13246
PULASKI,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
ROCKCASTLE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3563
ROCKCASTLE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,1
WAYNE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,3606
WAYNE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
WHITLEY,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,6742
WHITLEY,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
WOLFE,,US HOUSE,005,REPUBLICAN,HAROLD ROGERS,842
WOLFE,,US HOUSE,005,WRITE-IN,STEVEN MAYNARD,0
ANDERSON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3399
ANDERSON,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2831
BATH,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2179
BATH,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,1087
BOURBON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3649
BOURBON,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2225
BOYLE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4513
BOYLE,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,3600
CLARK,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,5859
CLARK,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,4428
ESTILL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2070
ESTILL,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2204
FAYETTE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,47606
FAYETTE,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,41390
FRANKLIN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,12389
FRANKLIN,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,6399
GARRARD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1938
GARRARD,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2206
HARRISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3790
HARRISON,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2023
JESSAMINE,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,5336
JESSAMINE,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,6324
LINCOLN,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2569
LINCOLN,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,1948
MADISON,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,10045
MADISON,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,8108
MERCER,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3717
MERCER,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2721
MONTGOMERY,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,3778
MONTGOMERY,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,2507
NICHOLAS,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,1278
NICHOLAS,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,857
POWELL,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,2313
POWELL,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,1520
SCOTT,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4958
SCOTT,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,4034
WOODFORD,,US HOUSE,006,DEMOCRAT,SCOTTY BAESLER,4613
WOODFORD,,US HOUSE,006,REPUBLICAN,ERNEST FLETCHER,3819
